pid,list,item,variant,tense,sentence,target_verb,n_syllables,stress_idx,stress_start,stress_end,verb_syllable_labels,file
P01,2,39,b,past,la brocha mezcló la pintura,mezcló,2,1,1.03,1.19,meθ.klo,P01_L2_39b
P01,2,40,a,present,la suegra sopla la sopa,sopla,2,0,0.72,1.0,so.pla,P01_L2_40a
P01,2,40,b,past,la suegra sopló la sopa,sopló,2,1,0.97,1.17,so.plo,P01_L2_40b
P01,2,41,a,present,el conde culpa el error,culpa,2,0,0.73,1.05,kul.pa,P01_L2_41a
P01,2,41,b,past,el conde culpó el error,culpó,2,1,1.29,1.45,kul.po,P01_L2_41b
P01,2,42,a,present,el zumo mancha la servilleta,mancha,2,0,0.65,0.92,man.tʃa,P01_L2_42a
P01,2,42,b,past,el zumo manchó la servilleta,manchó,2,1,1.03,1.17,man.tʃo,P01_L2_42b
P01,2,43,a,present,la jueza gasta el sueldo,gasta,2,0,0.72,1.03,ɡas.t̪a,P01_L2_43a
P01,2,43,b,past,la jueza gastó el sueldo,gastó,2,1,1.12,1.25,ɡas.t̪o,P01_L2_43b
P01,2,44,a,present,la rana salta la piedra,salta,2,0,0.96,1.3,sal.t̪a,P01_L2_44a
P01,2,44,b,past,la rana saltó la piedra,saltó,2,1,0.98,1.08,sal.t̪o,P01_L2_44b
P01,2,45,a,present,el láser corta el acero,corta,2,0,0.81,1.05,kor.t̪a,P01_L2_45a
P01,2,45,b,past,el láser cortó el acero,cortó,2,1,1.44,1.55,kor.t̪o,P01_L2_45b
P01,2,46,a,present,el padre busca el libro,busca,2,0,0.72,1.0,bus.ka,P01_L2_46a
P01,2,46,b,past,el padre buscó el libro,buscó,2,1,0.87,1.01,bus.ko,P01_L2_46b
P01,2,47,a,present,la lluvia limpia la calle,limpia,2,0,0.6,0.81,lim.pja,P01_L2_47a
P01,2,47,b,past,la lluvia limpió la calle,limpió,2,1,1.04,1.2,lim.pjo,P01_L2_47b
P01,2,48,a,present,el líder planta la semilla,planta,2,0,0.6,0.86,plan.t̪a,P01_L2_48a
P01,2,48,b,past,el líder plantó la semilla,plantó,2,1,0.91,1.01,plan.t̪o,P01_L2_48b
P01,2,49,a,present,la tela filtra el café,filtra,2,0,0.65,0.99,filt̪.ɾa,P01_L2_49a
P01,2,49,b,past,la tela filtró el café,filtró,2,1,1.3,1.39,filt̪.ɾo,P01_L2_49b
P01,2,50,a,present,la dueña monta la tienda,monta,2,0,0.77,1.08,mon.t̪a,P01_L2_50a
P01,2,50,b,past,la dueña montó la tienda,montó,2,1,1.01,1.11,mon.t̪o,P01_L2_50b
P01,2,51,a,present,la gorda canta la ópera,canta,2,0,0.68,0.97,kan.t̪a,P01_L2_51a
P01,2,51,b,past,la gorda cantó la ópera,cantó,2,1,0.84,0.96,kan.t̪o,P01_L2_51b
P01,2,52,a,present,el primo junta el papel,junta,2,0,1.14,1.44,xun.t̪a,P01_L2_52a
P01,2,52,b,past,el primo juntó el papel,juntó,2,1,0.99,1.11,xun.t̪o,P01_L2_52b
P01,2,53,a,present,el hombre marca la ruta,marca,2,0,0.63,0.99,mar.ka,P01_L2_53a
P01,2,53,b,past,el hombre marcó la ruta,marcó,2,1,1.33,1.5,mar.ko,P01_L2_53b
P01,2,54,a,present,el lago mezcla la tierra,mezcla,2,0,0.59,0.83,meθ.kla,P01_L2_54a
P01,2,54,b,past,el lago mezcló la tierra,mezcló,2,1,0.86,1.21,meθ.klo,P01_L2_54b
P01,2,55,a,present,la chica sopla el polvo,sopla,2,0,0.71,0.97,so.pla,P01_L2_55a
P01,2,55,b,past,la chica sopló el polvo,sopló,2,1,1.13,1.27,so.plo,P01_L2_55b
P01,2,56,a,present,la ama culpa la demora,culpa,2,0,0.8,1.0,kul.pa,P01_L2_56a
P01,2,56,b,past,la ama culpó la demora,culpó,2,1,1.02,1.19,kul.po,P01_L2_56b
P01,2,57,a,present,el vino mancha la mesa,mancha,2,0,0.59,0.9,man.tʃa,P01_L2_57a
P01,2,57,b,past,el vino manchó la mesa,manchó,2,1,0.77,0.94,man.tʃo,P01_L2_57b
P01,2,58,a,present,el carro gasta la gasolina,gasta,2,0,0.68,0.99,ɡas.t̪a,P01_L2_58a
P01,2,58,b,past,el carro gastó la gasolina,gastó,2,1,1.04,1.14,ɡas.t̪o,P01_L2_58b
P01,2,59,a,present,el niño salta el charco,salta,2,0,0.53,0.88,sal.t̪a,P01_L2_59a
P01,2,59,b,past,el niño saltó el charco,saltó,2,1,0.94,1.03,sal.t̪o,P01_L2_59b
P01,2,60,a,present,la rata corta el queso,corta,2,0,0.73,0.93,kor.t̪a,P01_L2_60a
P01,2,60,b,past,la rata cortó el queso,cortó,2,1,0.93,1.02,kor.t̪o,P01_L2_60b
P01,2,61,a,present,la vaca busca la paja,busca,2,0,0.84,1.04,bus.ka,P01_L2_61a
P01,2,61,b,past,la vaca buscó la paja,buscó,2,1,0.69,0.83,bus.ko,P01_L2_61b
P01,2,62,a,present,la prima limpia el baño,limpia,2,0,0.56,0.83,lim.pja,P01_L2_62a
P01,2,62,b,past,la prima limpió el baño,limpió,2,1,0.93,1.12,lim.pjo,P01_L2_62b
P01,2,63,a,present,la vieja planta el jazmín,planta,2,0,0.75,0.98,plan.t̪a,P01_L2_63a
P01,2,63,b,past,la vieja plantó el jazmín,plantó,2,1,1.22,1.31,plan.t̪o,P01_L2_63b
P01,2,64,a,present,el filtro filtra el aire,filtra,2,0,0.85,1.22,filt̪.ɾa,P01_L2_64a
P01,2,64,b,past,el filtro filtró el aire,filtró,2,1,1.2,1.29,filt̪.ɾo,P01_L2_64b
P01,2,65,a,present,la jefa monta el escritorio,monta,2,0,0.82,1.16,mon.t̪a,P01_L2_65a
P01,2,65,b,past,la jefa montó el escritorio,montó,2,1,1.24,1.32,mon.t̪o,P01_L2_65b
P01,2,66,a,present,la guapa canta la nana,canta,2,0,0.68,0.96,kan.t̪a,P01_L2_66a
P01,2,66,b,past,la guapa cantó la nana,cantó,2,1,0.81,0.91,kan.t̪o,P01_L2_66b
P01,2,67,a,present,la nuera junta el cartón,junta,2,0,0.74,1.11,xun.t̪a,P01_L2_67a
P01,2,67,b,past,la nuera juntó el cartón,juntó,2,1,0.95,1.05,xun.t̪o,P01_L2_67b
P01,2,68,a,present,la grasa marca la pared,marca,2,0,0.77,1.04,mar.ka,P01_L2_68a
P01,2,68,b,past,la grasa marcó la pared,marcó,2,1,1.18,1.31,mar.ko,P01_L2_68b
P01,2,69,a,present,la flaca mezcla el yogur,mezcla,2,0,0.68,0.9,meθ.kla,P01_L2_69a
P01,2,69,b,past,la flaca mezcló el yogur,mezcló,2,1,0.9,1.07,meθ.klo,P01_L2_69b
P01,2,70,a,present,el huésped sopla la pizza,sopla,2,0,0.62,0.91,so.pla,P01_L2_70a
P01,2,70,b,past,el huésped sopló la pizza,sopló,2,1,0.91,1.07,so.plo,P01_L2_70b
P01,2,71,a,present,el cónsul culpa la crisis,culpa,2,0,0.98,1.3,kul.pa,P01_L2_71a
P01,2,71,b,past,el cónsul culpó la crisis,culpó,2,1,1.34,1.53,kul.po,P01_L2_71b
P01,2,72,a,present,la rueda mancha el garaje,mancha,2,0,0.71,0.98,man.tʃa,P01_L2_72a
P01,2,72,b,past,la rueda manchó el garaje,manchó,2,1,0.83,0.97,man.tʃo,P01_L2_72b
P01,2,73,a,present,la rica gasta el crédito,gasta,2,0,0.65,0.92,ɡas.t̪a,P01_L2_73a
P01,2,73,b,past,la rica gastó el crédito,gastó,2,1,1.47,1.58,ɡas.t̪o,P01_L2_73b
P01,2,74,a,present,la cabra salta la valla,salta,2,0,0.76,1.08,sal.t̪a,P01_L2_74a
P01,2,74,b,past,la cabra saltó la valla,saltó,2,1,1.15,1.27,sal.t̪o,P01_L2_74b
P01,2,75,a,present,el mozo corta la cinta,corta,2,0,0.8,1.0,kor.t̪a,P01_L2_75a
P01,2,75,b,past,el mozo cortó la cinta,cortó,2,1,1.17,1.33,kor.t̪o,P01_L2_75b
P01,2,76,a,present,la rubia busca el anillo,busca,2,0,0.85,1.09,bus.ka,P01_L2_76a
P01,2,76,b,past,la rubia buscó el anillo,buscó,2,1,0.98,1.09,bus.ko,P01_L2_76b
P01,2,77,a,present,el trapo limpia la suciedad,limpia,2,0,0.68,0.91,lim.pja,P01_L2_77a
P01,2,77,b,past,el trapo limpió la suciedad,limpió,2,1,1.01,1.17,lim.pjo,P01_L2_77b
P01,2,78,a,present,el cura planta el geranio,planta,2,0,0.7,0.92,plan.t̪a,P01_L2_78a
P01,2,78,b,past,el cura plantó el geranio,plantó,2,1,1.06,1.15,plan.t̪o,P01_L2_78b
P01,2,79,a,present,la malla filtra el aceite,filtra,2,0,0.67,1.03,filt̪.ɾa,P01_L2_79a
P01,2,79,b,past,la malla filtró el aceite,filtró,2,1,1.33,1.44,filt̪.ɾo,P01_L2_79b
P01,2,80,a,present,el nieto monta la estantería,monta,2,0,0.54,0.83,mon.t̪a,P01_L2_80a
P01,2,80,b,past,el nieto montó la estantería,montó,2,1,1.01,1.12,mon.t̪o,P01_L2_80b
P01,2,81,a,present,el viejo canta el bolero,canta,2,0,0.74,0.98,kan.t̪a,P01_L2_81a
P01,2,81,b,past,el viejo cantó el bolero,cantó,2,1,1.02,1.12,kan.t̪o,P01_L2_81b
P01,2,82,a,present,la gata junta la comida,junta,2,0,1.12,1.43,xun.t̪a,P01_L2_82a
P01,2,82,b,past,la gata juntó la comida,juntó,2,1,0.95,1.08,xun.t̪o,P01_L2_82b
P01,2,83,a,present,la bici marca el suelo,marca,2,0,0.51,0.74,mar.ka,P01_L2_83a
P01,2,83,b,past,la bici marcó el suelo,marcó,2,1,0.88,0.97,mar.ko,P01_L2_83b
P01,2,84,a,present,la presa mezcla el cemento,mezcla,2,0,0.81,1.09,meθ.kla,P01_L2_84a
P01,2,84,b,past,la presa mezcló el cemento,mezcló,2,1,0.83,0.97,meθ.klo,P01_L2_84b
P01,2,85,a,present,la monja sopla el fuego,sopla,2,0,0.62,0.93,so.pla,P01_L2_85a
P01,2,85,b,past,la monja sopló el fuego,sopló,2,1,1.0,1.19,so.plo,P01_L2_85b
P01,2,86,a,present,la novia culpa el calor,culpa,2,0,0.9,1.14,kul.pa,P01_L2_86a
P01,2,86,b,past,la novia culpó el calor,culpó,2,1,1.11,1.29,kul.po,P01_L2_86b
P01,2,87,a,present,la sangre mancha la falda,mancha,2,0,0.91,1.13,man.tʃa,P01_L2_87a
P01,2,87,b,past,la sangre manchó la falda,manchó,2,1,1.02,1.2,man.tʃo,P01_L2_87b
P01,2,88,a,present,el novio gasta el jabón,gasta,2,0,0.72,0.96,ɡas.t̪a,P01_L2_88a
P01,2,88,b,past,el novio gastó el jabón,gastó,2,1,0.92,1.01,ɡas.t̪o,P01_L2_88b
P01,2,89,a,present,el mago salta el obstáculo,salta,2,0,1.15,1.48,sal.t̪a,P01_L2_89a
P01,2,89,b,past,el mago saltó el obstáculo,saltó,2,1,0.91,1.0,sal.t̪o,P01_L2_89b
P01,2,90,a,present,la mula corta el heno,corta,2,0,0.85,1.08,kor.t̪a,P01_L2_90a
P01,2,90,b,past,la mula cortó el heno,cortó,2,1,1.01,1.12,kor.t̪o,P01_L2_90b
P02,1,1,a,present,el dueño busca la llave,busca,2,0,0.6,0.78,bus.ka,P02_L1_01a
P02,1,1,b,past,el dueño buscó la llave,buscó,2,1,0.81,0.96,bus.ko,P02_L1_01b
P02,1,2,a,present,el cloro limpia el virus,limpia,2,0,0.55,0.77,lim.pja,P02_L1_02a
P02,1,2,b,past,el cloro limpió el virus,limpió,2,1,0.78,0.93,lim.pjo,P02_L1_02b
P02,1,3,a,present,el hijo planta el árbol,planta,2,0,0.66,0.86,plan.t̪a,P02_L1_03a
P02,1,3,b,past,el hijo plantó el árbol,plantó,2,1,0.83,1.03,plan.t̪o,P02_L1_03b
P02,1,4,a,present,el grifo filtra el agua,filtra,2,0,0.62,0.92,filt̪.ɾa,P02_L1_04a
P02,1,4,b,past,el grifo filtró el agua,filtró,2,1,0.94,1.09,filt̪.ɾo,P02_L1_04b
P02,1,5,a,present,el tío monta el alioli,monta,2,0,0.51,0.72,mon.t̪a,P02_L1_05a
P02,1,5,b,past,el tío montó el alioli,montó,2,1,0.77,0.94,mon.t̪o,P02_L1_05b
P02,1,6,a,present,el ave canta la canción,canta,2,0,0.41,0.61,kan.t̪a,P02_L1_06a
P02,1,6,b,past,el ave cantó la canción,cantó,2,1,0.61,0.72,kan.t̪o,P02_L1_06b
P02,1,7,a,present,la joven junta la basura,junta,2,0,0.55,0.79,xun.t̪a,P02_L1_07a
P02,1,7,b,past,la joven juntó la basura,juntó,2,1,0.68,0.82,xun.t̪o,P02_L1_07b
P02,1,8,a,present,la osa marca la puerta,marca,2,0,0.58,0.79,mar.ka,P02_L1_08a
P02,1,8,b,past,la osa marcó la puerta,marcó,2,1,0.58,0.69,mar.ko,P02_L1_08b
P02,1,9,a,present,el río mezcla la arena,mezcla,2,0,0.55,0.73,meθ.kla,P02_L1_09a
P02,1,9,b,past,el río mezcló la arena,mezcló,2,1,0.65,0.9,meθ.klo,P02_L1_09b
P02,1,10,a,present,el suegro sopla la vela,sopla,2,0,0.63,0.82,so.pla,P02_L1_10a
P02,1,10,b,past,el suegro sopló la vela,sopló,2,1,0.76,0.96,so.plo,P02_L1_10b
P02,1,11,a,present,el yerno culpa el ruido,culpa,2,0,0.83,1.24,kul.pa,P02_L1_11a
P02,1,11,b,past,el yerno culpó el ruido,culpó,2,1,1.17,1.42,kul.po,P02_L1_11b
P02,1,12,a,present,la tinta mancha la camisa,mancha,2,0,1.18,1.42,man.tʃa,P02_L1_12a
P02,1,12,b,past,la tinta manchó la camisa,manchó,2,1,0.98,1.15,man.tʃo,P02_L1_12b
P02,1,13,a,present,la doña gasta el dinero,gasta,2,0,0.8,0.99,ɡas.t̪a,P02_L1_13a
P02,1,13,b,past,la doña gastó el dinero,gastó,2,1,0.7,0.82,ɡas.t̪o,P02_L1_13b
P02,1,14,a,present,la perra salta la cerca,salta,2,0,0.83,1.09,sal.t̪a,P02_L1_14a
P02,1,14,b,past,la perra saltó la cerca,saltó,2,1,0.96,1.16,sal.t̪o,P02_L1_14b
P02,1,15,a,present,el cúter corta el paquete,corta,2,0,0.91,1.15,kor.t̪a,P02_L1_15a
P02,1,15,b,past,el cúter cortó el paquete,cortó,2,1,1.46,1.56,kor.t̪o,P02_L1_15b
P02,1,16,a,present,la niña busca el gato,busca,2,0,0.62,0.85,bus.ka,P02_L1_16a
P02,1,16,b,past,la niña buscó el gato,buscó,2,1,0.68,0.82,bus.ko,P02_L1_16b
P02,1,17,a,present,la madre limpia la casa,limpia,2,0,0.63,0.82,lim.pja,P02_L1_17a
P02,1,17,b,past,la madre limpió la casa,limpió,2,1,0.81,0.95,lim.pjo,P02_L1_17b
P02,1,18,a,present,la hija planta la flor,planta,2,0,0.66,0.89,plan.t̪a,P02_L1_18a
P02,1,18,b,past,la hija plantó la flor,plantó,2,1,0.64,0.79,plan.t̪o,P02_L1_18b
P02,1,19,a,present,el termo filtra el té,filtra,2,0,0.74,1.08,filt̪.ɾa,P02_L1_19a
P02,1,19,b,past,el termo filtró el té,filtró,2,1,0.93,1.05,filt̪.ɾo,P02_L1_19b
P02,1,20,a,present,la tía monta la nata,monta,2,0,0.34,0.51,mon.t̪a,P02_L1_20a
P02,1,20,b,past,la tía montó la nata,montó,2,1,0.6,0.74,mon.t̪o,P02_L1_20b
P02,1,21,a,present,la nieta canta el himno,canta,2,0,0.69,0.95,kan.t̪a,P02_L1_21a
P02,1,21,b,past,la nieta cantó el himno,cantó,2,1,0.76,0.89,kan.t̪o,P02_L1_21b
P02,1,22,a,present,el duque junta la leña,junta,2,0,0.59,0.85,xun.t̪a,P02_L1_22a
P02,1,22,b,past,el duque juntó la leña,juntó,2,1,0.63,0.76,xun.t̪o,P02_L1_22b
P02,1,23,a,present,el perro marca el territorio,marca,2,0,0.54,0.75,mar.ka,P02_L1_23a
P02,1,23,b,past,el perro marcó el territorio,marcó,2,1,0.7,0.81,mar.ko,P02_L1_23b
P02,1,24,a,present,el lobo mezcla la carne,mezcla,2,0,0.61,0.82,meθ.kla,P02_L1_24a
P02,1,24,b,past,el lobo mezcló la carne,mezcló,2,1,0.66,0.87,meθ.klo,P02_L1_24b
P02,1,25,a,present,el nene sopla el guiso,sopla,2,0,0.62,0.78,so.pla,P02_L1_25a
P02,1,25,b,past,el nene sopló el guiso,sopló,2,1,0.73,0.89,so.plo,P02_L1_25b
P02,1,26,a,present,la dama culpa la tormenta,culpa,2,0,0.64,0.78,kul.pa,P02_L1_26a
P02,1,26,b,past,la dama culpó la tormenta,culpó,2,1,0.72,0.93,kul.po,P02_L1_26b
P02,1,27,a,present,el lodo mancha el pantalón,mancha,2,0,0.77,0.92,man.tʃa,P02_L1_27a
P02,1,27,b,past,el lodo manchó el pantalón,manchó,2,1,0.79,0.95,man.tʃo,P02_L1_27b
P02,1,28,a,present,el chico gasta la pila,gasta,2,0,0.42,0.63,ɡas.t̪a,P02_L1_28a
P02,1,28,b,past,el chico gastó la pila,gastó,2,1,0.75,0.87,ɡas.t̪o,P02_L1_28b
P02,1,29,a,present,el socio salta el control,salta,2,0,0.81,1.05,sal.t̪a,P02_L1_29a
P02,1,29,b,past,el socio saltó el control,saltó,2,1,0.85,0.96,sal.t̪o,P02_L1_29b
P02,1,30,a,present,la nena corta la cartulina,corta,2,0,0.74,0.9,kor.t̪a,P02_L1_30a
P02,1,30,b,past,la nena cortó la cartulina,cortó,2,1,0.74,0.87,kor.t̪o,P02_L1_30b
P02,1,31,a,present,el móvil busca la señal,busca,2,0,0.61,0.77,bus.ka,P02_L1_31a
P02,1,31,b,past,el móvil buscó la señal,buscó,2,1,0.78,0.98,bus.ko,P02_L1_31b
P02,1,32,a,present,el coche limpia la nieve,limpia,2,0,0.8,0.97,lim.pja,P02_L1_32a
P02,1,32,b,past,el coche limpió la nieve,limpió,2,1,0.83,1.04,lim.pjo,P02_L1_32b
P02,1,33,a,present,la reina planta el rosal,planta,2,0,1.29,1.57,plan.t̪a,P02_L1_33a
P02,1,33,b,past,la reina plantó el rosal,plantó,2,1,1.05,1.17,plan.t̪o,P02_L1_33b
P02,1,34,a,present,la jarra filtra el caldo,filtra,2,0,0.78,1.1,filt̪.ɾa,P02_L1_34a
P02,1,34,b,past,la jarra filtró el caldo,filtró,2,1,0.98,1.08,filt̪.ɾo,P02_L1_34b
P02,1,35,a,present,el monje monta la mayonesa,monta,2,0,0.86,1.04,mon.t̪a,P02_L1_35a
P02,1,35,b,past,el monje montó la mayonesa,montó,2,1,1.01,1.17,mon.t̪o,P02_L1_35b
P02,1,36,a,present,el loro canta la melodía,canta,2,0,0.83,1.03,kan.t̪a,P02_L1_36a
P02,1,36,b,past,el loro cantó la melodía,cantó,2,1,1.04,1.16,kan.t̪o,P02_L1_36b
P02,1,37,a,present,el clavo junta la madera,junta,2,0,0.62,0.85,xun.t̪a,P02_L1_37a
P02,1,37,b,past,el clavo juntó la madera,juntó,2,1,1.09,1.25,xun.t̪o,P02_L1_37b
P02,1,38,a,present,el sastre marca el traje,marca,2,0,0.94,1.13,mar.ka,P02_L1_38a
P02,1,38,b,past,el sastre marcó el traje,marcó,2,1,1.05,1.17,mar.ko,P02_L1_38b
P02,1,39,a,present,la brocha mezcla la pintura,mezcla,2,0,1.03,1.21,meθ.kla,P02_L1_39a
P02,1,39,b,past,la brocha mezcló la pintura,mezcló,2,1,0.92,1.12,meθ.klo,P02_L1_39b
P02,1,40,a,present,la suegra sopla la sopa,sopla,2,0,0.66,0.85,so.pla,P02_L1_40a
P02,1,40,b,past,la suegra sopló la sopa,sopló,2,1,0.68,0.84,so.plo,P02_L1_40b
P02,1,41,a,present,el conde culpa el error,culpa,2,0,0.59,0.78,kul.pa,P02_L1_41a
P02,1,41,b,past,el conde culpó el error,culpó,2,1,0.99,1.17,kul.po,P02_L1_41b
P02,1,42,a,present,el zumo mancha la servilleta,mancha,2,0,0.58,0.71,man.tʃa,P02_L1_42a
P02,1,42,b,past,el zumo manchó la servilleta,manchó,2,1,0.59,0.76,man.tʃo,P02_L1_42b
P02,1,43,a,present,la jueza gasta el sueldo,gasta,2,0,0.59,0.81,ɡas.t̪a,P02_L1_43a
P02,1,43,b,past,la jueza gastó el sueldo,gastó,2,1,0.88,0.98,ɡas.t̪o,P02_L1_43b
P02,1,44,a,present,la rana salta la piedra,salta,2,0,0.51,0.71,sal.t̪a,P02_L1_44a
P02,1,44,b,past,la rana saltó la piedra,saltó,2,1,0.8,0.94,sal.t̪o,P02_L1_44b
P02,1,45,a,present,el láser corta el acero,corta,2,0,0.65,0.85,kor.t̪a,P02_L1_45a
P02,1,45,b,past,el láser cortó el acero,cortó,2,1,0.77,0.87,kor.t̪o,P02_L1_45b
P02,1,46,a,present,el padre busca el libro,busca,2,0,0.85,1.06,bus.ka,P02_L1_46a
P02,1,46,b,past,el padre buscó el libro,buscó,2,1,0.87,1.05,bus.ko,P02_L1_46b
P02,1,47,a,present,la lluvia limpia la calle,limpia,2,0,0.63,0.8,lim.pja,P02_L1_47a
P02,1,47,b,past,la lluvia limpió la calle,limpió,2,1,0.71,0.93,lim.pjo,P02_L1_47b
P02,1,48,a,present,el líder planta la semilla,planta,2,0,0.77,0.97,plan.t̪a,P02_L1_48a
P02,1,48,b,past,el líder plantó la semilla,plantó,2,1,1.04,1.21,plan.t̪o,P02_L1_48b
P02,1,49,a,present,la tela filtra el café,filtra,2,0,0.49,0.78,filt̪.ɾa,P02_L1_49a
P02,1,49,b,past,la tela filtró el café,filtró,2,1,0.71,0.77,filt̪.ɾo,P02_L1_49b
P02,1,50,a,present,la dueña monta la tienda,monta,2,0,0.57,0.74,mon.t̪a,P02_L1_50a
P02,1,50,b,past,la dueña montó la tienda,montó,2,1,0.56,0.71,mon.t̪o,P02_L1_50b
P02,1,51,a,present,la gorda canta la ópera,canta,2,0,1.02,1.24,kan.t̪a,P02_L1_51a
P02,1,51,b,past,la gorda cantó la ópera,cantó,2,1,0.67,0.81,kan.t̪o,P02_L1_51b
P02,1,52,a,present,el primo junta el papel,junta,2,0,0.65,0.85,xun.t̪a,P02_L1_52a
P02,1,52,b,past,el primo juntó el papel,juntó,2,1,0.65,0.76,xun.t̪o,P02_L1_52b
P02,1,53,a,present,el hombre marca la ruta,marca,2,0,0.43,0.6,mar.ka,P02_L1_53a
P02,1,53,b,past,el hombre marcó la ruta,marcó,2,1,0.65,0.75,mar.ko,P02_L1_53b
P02,1,54,a,present,el lago mezcla la tierra,mezcla,2,0,0.74,0.92,meθ.kla,P02_L1_54a
P02,1,54,b,past,el lago mezcló la tierra,mezcló,2,1,0.49,0.67,meθ.klo,P02_L1_54b
P02,1,55,a,present,la chica sopla el polvo,sopla,2,0,0.7,0.86,so.pla,P02_L1_55a
P02,1,55,b,past,la chica sopló el polvo,sopló,2,1,0.76,0.96,so.plo,P02_L1_55b
P02,1,56,a,present,la ama culpa la demora,culpa,2,0,0.74,0.92,kul.pa,P02_L1_56a
P02,1,56,b,past,la ama culpó la demora,culpó,2,1,0.74,0.94,kul.po,P02_L1_56b
P02,1,57,a,present,el vino mancha la mesa,mancha,2,0,0.76,0.9,man.tʃa,P02_L1_57a
P02,1,57,b,past,el vino manchó la mesa,manchó,2,1,0.69,0.87,man.tʃo,P02_L1_57b
P02,1,58,a,present,el carro gasta la gasolina,gasta,2,0,0.53,0.73,ɡas.t̪a,P02_L1_58a
P02,1,58,b,past,el carro gastó la gasolina,gastó,2,1,0.8,0.94,ɡas.t̪o,P02_L1_58b
P02,1,59,a,present,el niño salta el charco,salta,2,0,0.5,0.73,sal.t̪a,P02_L1_59a
P02,1,59,b,past,el niño saltó el charco,saltó,2,1,0.63,0.8,sal.t̪o,P02_L1_59b
P02,1,60,a,present,la rata corta el queso,corta,2,0,0.58,0.77,kor.t̪a,P02_L1_60a
P02,1,60,b,past,la rata cortó el queso,cortó,2,1,0.61,0.79,kor.t̪o,P02_L1_60b
P02,1,61,a,present,la vaca busca la paja,busca,2,0,0.51,0.7,bus.ka,P02_L1_61a
P02,1,61,b,past,la vaca buscó la paja,buscó,2,1,0.66,0.83,bus.ko,P02_L1_61b
P02,1,62,a,present,la prima limpia el baño,limpia,2,0,0.55,0.71,lim.pja,P02_L1_62a
P02,1,62,b,past,la prima limpió el baño,limpió,2,1,0.72,0.87,lim.pjo,P02_L1_62b
P02,1,63,a,present,la vieja planta el jazmín,planta,2,0,0.85,1.06,plan.t̪a,P02_L1_63a
P02,1,63,b,past,la vieja plantó el jazmín,plantó,2,1,0.84,0.95,plan.t̪o,P02_L1_63b
P02,1,64,a,present,el filtro filtra el aire,filtra,2,0,0.61,0.91,filt̪.ɾa,P02_L1_64a
P02,1,64,b,past,el filtro filtró el aire,filtró,2,1,1.02,1.15,filt̪.ɾo,P02_L1_64b
P02,1,65,a,present,la jefa monta el escritorio,monta,2,0,0.62,0.87,mon.t̪a,P02_L1_65a
P02,1,65,b,past,la jefa montó el escritorio,montó,2,1,0.83,0.97,mon.t̪o,P02_L1_65b
P02,1,66,a,present,la guapa canta la nana,canta,2,0,0.57,0.78,kan.t̪a,P02_L1_66a
P02,1,66,b,past,la guapa cantó la nana,cantó,2,1,0.9,1.07,kan.t̪o,P02_L1_66b
P02,1,67,a,present,la nuera junta el cartón,junta,2,0,0.4,0.61,xun.t̪a,P02_L1_67a
P02,1,67,b,past,la nuera juntó el cartón,juntó,2,1,0.77,0.86,xun.t̪o,P02_L1_67b
P02,1,68,a,present,la grasa marca la pared,marca,2,0,0.96,1.17,mar.ka,P02_L1_68a
P02,1,68,b,past,la grasa marcó la pared,marcó,2,1,0.88,1.01,mar.ko,P02_L1_68b
P02,1,69,a,present,la flaca mezcla el yogur,mezcla,2,0,0.78,0.99,meθ.kla,P02_L1_69a
P02,1,69,b,past,la flaca mezcló el yogur,mezcló,2,1,0.8,0.94,meθ.klo,P02_L1_69b
P02,1,70,a,present,el huésped sopla la pizza,sopla,2,0,1.01,1.25,so.pla,P02_L1_70a
P02,1,70,b,past,el huésped sopló la pizza,sopló,2,1,0.67,0.85,so.plo,P02_L1_70b
P02,1,71,a,present,el cónsul culpa la crisis,culpa,2,0,0.77,0.97,kul.pa,P02_L1_71a
P02,1,71,b,past,el cónsul culpó la crisis,culpó,2,1,0.84,0.98,kul.po,P02_L1_71b
P02,1,72,a,present,la rueda mancha el garaje,mancha,2,0,0.59,0.79,man.tʃa,P02_L1_72a
P02,1,72,b,past,la rueda manchó el garaje,manchó,2,1,0.59,0.75,man.tʃo,P02_L1_72b
P02,1,73,a,present,la rica gasta el crédito,gasta,2,0,0.72,0.93,ɡas.t̪a,P02_L1_73a
P02,1,73,b,past,la rica gastó el crédito,gastó,2,1,0.86,0.96,ɡas.t̪o,P02_L1_73b
P02,1,74,a,present,la cabra salta la valla,salta,2,0,0.68,0.89,sal.t̪a,P02_L1_74a
P02,1,74,b,past,la cabra saltó la valla,saltó,2,1,0.89,1.05,sal.t̪o,P02_L1_74b
P02,1,75,a,present,el mozo corta la cinta,corta,2,0,0.62,0.78,kor.t̪a,P02_L1_75a
P02,1,75,b,past,el mozo cortó la cinta,cortó,2,1,0.83,0.97,kor.t̪o,P02_L1_75b
P02,1,76,a,present,la rubia busca el anillo,busca,2,0,0.55,0.73,bus.ka,P02_L1_76a
P02,1,76,b,past,la rubia buscó el anillo,buscó,2,1,0.71,0.83,bus.ko,P02_L1_76b
P02,1,77,a,present,el trapo limpia la suciedad,limpia,2,0,0.69,0.86,lim.pja,P02_L1_77a
P02,1,77,b,past,el trapo limpió la suciedad,limpió,2,1,0.79,1.0,lim.pjo,P02_L1_77b
